Country,Year,Domestic credit to private sector (% of GDP),GDP growth (annual %),Gross capital formation (annual % growth),Gross fixed capital formation (annual % growth),GDP per capita (constant LCU),GDP (constant LCU),GDP per capita (constant 2015 US$),Gross fixed capital formation (constant LCU),GDP per capita (current LCU),General government final consumption expenditure (% of GDP),Trade (% of GDP),"Inflation, GDP deflator (annual %)"
France,2011.0,96.8263222,2.192700633,6.983959102,2.066052274,32666.75626,2.13462E+12,36244.18716,4.70412E+11,31499.91064,23.74452783,58.79057642,0.947960225
France,2012.0,96.55463126,0.313134751,-2.501214295,0.23132242,32610.8434,2.1413E+12,36182.15113,4.715E+11,31811.34241,23.9504999,59.70205917,1.161825032
France,2013.0,96.0201947,0.576326675,0.251852805,-0.805538944,32629.80645,2.15364E+12,36203.19087,4.67702E+11,32077.50871,24.11168771,59.76405507,0.778100531
France,2014.0,94.08926092,0.956183052,3.238794549,0.032841434,32787.91889,2.17423E+12,36378.61866,4.67855E+11,32418.91103,24.12589283,60.47879652,0.576944233
France,2015.0,95.07367069,1.112912341,2.227534109,1.024147695,33035.14778,2.19843E+12,36652.92231,4.72647E+11,33035.14778,23.80787761,61.75169393,1.138248785
Germany,1997.0,..,1.792160821,1.849568339,0.518510626,29123.85908,2.38917E+12,32313.29707,5.05025E+11,23906.32626,19.35486832,49.64265864,0.272816322
Germany,1998.0,..,2.013932785,4.655513777,4.0187148,29705.89513,2.43729E+12,32959.07357,5.2532E+11,24551.96671,19.09815232,51.58497235,0.688465401
Germany,1999.0,..,1.887261154,4.322220588,4.301694737,30246.96663,2.48328E+12,33559.39937,5.47918E+11,25084.94402,19.24670305,53.36584963,0.343135142
Germany,2000.0,..,2.912502964,3.336694128,2.078726805,31085.78193,2.55561E+12,34490.07577,5.59308E+11,25654.43758,19.04451683,61.526061,-0.489389005
Germany,2001.0,112.4173232,1.681468481,-2.390011305,-2.610485675,31555.35078,2.59858E+12,35011.06846,5.44707E+11,26381.80909,18.94892614,62.06283889,1.30499491
Germany,2002.0,111.4307275,-0.197973835,-7.735358538,-6.083861759,31439.97548,2.59344E+12,34883.05807,5.11568E+11,26647.59492,19.23157061,60.93488981,1.378125824
Germany,2003.0,109.94054,-0.700116686,-0.498266501,-1.622453183,31202.5794,2.57528E+12,34619.66407,5.03268E+11,26795.80881,19.32563744,61.84931971,1.321253524
Germany,2004.0,106.4414458,1.175088132,-2.7868497,-0.445408835,31576.09155,2.60554E+12,35034.08061,5.01026E+11,27419.0808,18.81738062,66.22619911,1.115595867
Germany,2005.0,105.4492617,0.731707164,-1.937290768,0.894801206,31825.20074,2.62461E+12,35310.47047,5.0551E+11,27747.37526,18.77590886,70.91871294,0.405207332
Germany,2006.0,102.0703708,3.816441913,9.398197518,7.538350017,33077.08012,2.72477E+12,36699.44678,5.43617E+11,28953.4202,18.32777098,77.44972915,0.397281155
Germany,2007.0,97.12860315,2.976455131,6.607514196,3.610833178,34107.18173,2.80587E+12,37842.35779,5.63246E+11,30383.61774,17.85505391,79.8744174,1.770273207
Germany,2008.0,97.0048184,0.959879134,0.528738247,1.581155351,34500.10661,2.83281E+12,38278.31301,5.72152E+11,31013.11645,18.25555961,81.52480473,0.909330422
Germany,2009.0,98.76981515,-5.693836336,-16.88906148,-9.455739976,32618.27167,2.67151E+12,36190.39289,5.1805E+11,29861.55201,19.99169982,71.2287129,1.841891638
Germany,2010.0,88.49130401,4.179882499,12.22313267,5.274238203,34033.7764,2.78318E+12,37760.91363,5.45374E+11,31358.47726,19.56321167,79.86862424,0.645275771
Germany,2011.0,84.89827589,3.925192705,9.356725688,7.387246507,36031.4351,2.89242E+12,39977.34171,5.85662E+11,33554.16469,19.06992976,85.20612127,1.069483745
Germany,2012.0,83.80707461,0.418497594,-8.766233356,-0.227578496,36114.36541,2.90453E+12,40069.35396,5.84329E+11,34134.68333,19.27687584,86.51405488,1.496488838
Germany,2013.0,82.26698917,0.437591303,2.878375976,-1.296008299,36173.54622,2.91724E+12,40135.01583,5.76756E+11,34860.5482,19.63092464,85.0788767,1.959391683
Germany,2014.0,79.30778874,2.209543431,3.469324808,3.245797914,36819.00596,2.9817E+12,40851.16173,5.95476E+11,36148.92106,19.58902519,84.62009339,1.877939854
Germany,2015.0,78.12139397,1.491931528,-1.671583249,1.739750472,37046.21801,3.02618E+12,41103.25644,6.05836E+11,37046.21801,19.6917566,86.24622461,1.853678824
Greece,1997.0,..,4.48419902,2.857322399,3.502719483,15303.54135,1.63155E+11,16979.47641,27111640000,10759.72219,17.68268123,39.2742288,6.553380769
Greece,1998.0,..,3.894905028,17.13395086,22.58954456,15811.72601,1.6951E+11,17543.31383,33236036000,11684.38495,17.49751805,42.26828075,5.103568078
Greece,1999.0,..,3.072596691,-0.463588668,7.398346181,16235.1798,1.74718E+11,18013.14127,35694953000,12431.93481,17.98007303,47.37759821,3.622733626
Greece,2000.0,..,3.919770717,12.36372547,2.864203239,16802.69083,1.81567E+11,18642.80207,36717329000,13071.42196,18.26000382,58.41567734,1.592670504
Greece,2001.0,50.08139299,4.131612253,4.465315854,5.367509167,17406.18518,1.89068E+11,19312.38683,38688135000,14011.41489,18.71497452,56.13996869,3.474752319
Greece,2002.0,53.34159654,3.922871653,2.233439114,-0.333580308,18022.82063,1.96485E+11,19996.55181,38559079000,14993.61898,19.22731317,50.34899629,3.348770986
Greece,2003.0,57.15326874,5.794531473,18.60438323,15.10340794,19021.71042,2.07871E+11,21104.83291,44382814000,16371.13443,18.9588538,48.1900538,3.453574012
Greece,2004.0,62.29124576,5.060992204,-0.653673158,2.962225424,19935.01471,2.18391E+11,22118.1558,45697533000,17682.64087,19.15502267,49.89844144,3.062662418
Greece,2005.0,72.00528771,0.599142189,-10.6383697,-11.88022776,19995.73044,2.19699E+11,22185.52068,40268562000,18133.85073,20.02023295,50.90086437,2.240319244
Greece,2006.0,76.27733589,5.652433622,23.88106553,19.38948056,21062.62299,2.32118E+11,23369.25172,48076427000,19769.00287,20.15548286,52.85023883,3.49504251
Greece,2007.0,84.54042591,3.273746904,8.531008582,15.88712697,21696.81521,2.39717E+11,24072.89616,55714390000,21061.24466,20.52028343,57.52437402,3.422666986
Greece,2008.0,89.28990941,-0.335172342,-9.214316665,-7.193437817,21566.76676,2.38913E+11,23928.60572,51706610000,21844.54444,20.72113194,59.32971553,4.344582915
Greece,2009.0,88.01806928,-4.300733673,-26.88298698,-13.9313465,20585.02224,2.28638E+11,22839.34753,44503183000,21385.95637,23.30901252,47.7438466,2.569770869
Greece,2010.0,112.5457185,-5.478217742,-10.77092627,-19.3460634,19432.26936,2.16113E+11,21560.35335,35893569000,20152.60839,22.35690747,51.19728572,-0.177048202
Greece,2011.0,119.2991618,-10.14931483,-31.83435536,-25.37117443,17485.87862,1.94179E+11,19400.80773,26786949000,18307.97543,22.09641767,56.83396477,0.959017981
Greece,2012.0,118.5652649,-7.086696786,-21.10178092,-21.68485855,16334.79994,1.80418E+11,18123.6711,20978237000,17055.7219,22.26069297,62.06128479,-0.275142403
Greece,2013.0,118.6111879,-2.515997222,-3.08166639,-6.621195099,16039.70339,1.75879E+11,17796.25767,19589227000,16405.00853,20.72379436,62.87650156,-2.045624207
Greece,2014.0,117.1206911,0.475695947,4.328913267,-3.193658433,16223.71278,1.76715E+11,18000.41846,18963614000,16271.50715,20.5865958,66.52632759,-1.938754621
Greece,2015.0,112.7863482,-0.19608763,4.441317204,0.165490607,16298.93448,1.76369E+11,18083.87791,18994997000,16298.93448,20.64952587,65.27769247,-0.293730433
Hungary,1997.0,23.5164513,3.143122194,10.91514854,8.704595064,2221526.661,2.28606E+13,7952.983132,4.47954E+12,858517.2751,21.25536529,94.84871912,20.26079858
Hungary,1998.0,23.37687969,3.900004501,19.49029298,11.39428026,2313543.179,2.37522E+13,8282.39886,4.98995E+12,1017167.175,20.91576239,107.4299006,13.76723893
Hungary,1999.0,25.51020636,3.071026866,0.875112749,7.993009146,2391356.9,2.44816E+13,8560.969094,5.3888E+12,1136753.299,21.25725647,114.0257748,8.120264321
Hungary,2000.0,31.88472424,4.479194732,5.603752621,5.990170344,2504969.018,2.55782E+13,8967.696269,5.71159E+12,1304876.098,21.19729043,137.4066012,9.583480916
Hungary,2001.0,32.64294903,4.074088033,-3.624126471,2.700384989,2613010.494,2.66202E+13,9354.480751,5.86583E+12,1511517.558,21.08325378,131.0450687,11.04656399
Hungary,2002.0,34.35830547,4.741286546,5.085176641,7.683160843,2744705.279,2.78824E+13,9825.943199,6.31651E+12,1716166.132,21.8644478,118.3201092,8.091505831
Hungary,2003.0,36.46951887,4.074249746,1.662249916,1.155005083,2864725.212,2.90184E+13,10255.61011,6.38947E+12,1888534.755,23.01394913,116.629337,5.433446106
Hungary,2004.0,38.90964766,5.004620692,18.04740436,7.935171411,3014762.328,3.04706E+13,10792.73743,6.89648E+12,2088627.096,22.02186645,123.4463059,5.091070725
Hungary,2005.0,43.21138824,4.29427761,-0.898586688,3.615540102,3150484.011,3.17791E+13,11278.61603,7.14583E+12,2239994.091,22.12260908,127.813089,2.627030947
Hungary,2006.0,47.23361904,3.94606688,1.444407062,0.738571124,3279907.599,3.30332E+13,11741.94768,7.1986E+12,2417288.71,21.99107437,149.0086365,3.65668644
Hungary,2007.0,53.17396771,0.277372772,-2.2058291,4.60465796,3294104.286,3.31248E+13,11792.77129,7.53007E+12,2559910.619,20.77831635,155.4982504,5.443677217
Hungary,2008.0,59.3237872,1.003943029,1.741302627,1.184556909,3333006.116,3.34573E+13,11932.0384,7.61927E+12,2714627.779,21.37403292,158.3252978,4.806138668
Hungary,2009.0,59.78318229,-6.597867219,-23.51175558,-9.121660064,3117925,3.12499E+13,11162.05597,6.92427E+12,2646084.219,22.01929913,144.9998974,4.199064551
Hungary,2010.0,60.19467971,1.076254043,2.024378065,-9.466027234,3158612.635,3.15862E+13,11307.7162,6.26881E+12,2748502.978,21.4003933,157.4649138,2.532570453
Hungary,2011.0,58.35252165,1.866837475,-3.614163873,-1.301266874,3226709.075,3.21759E+13,11551.49893,6.18724E+12,2861911.683,20.59730673,166.4331831,1.928720703
Hungary,2012.0,50.28201966,-1.250226023,-4.052399447,-2.989749872,3202866.085,3.17736E+13,11466.14191,6.00226E+12,2922940.816,19.95598385,165.6486679,2.892761678
Hungary,2013.0,46.08388344,1.802522101,5.043436413,9.799080579,3269589.497,3.23463E+13,11705.00925,6.59042E+12,3067992.664,19.72300715,164.3461104,2.82053189
Hungary,2014.0,42.56063284,4.232209806,12.50087367,12.17750363,3417158.095,3.37153E+13,12233.29937,7.39297E+12,3324868.332,19.99449042,168.3945965,3.692726095
Hungary,2015.0,35.11728729,3.707315979,-1.588822983,4.863916704,3552282.184,3.49652E+13,12717.0386,7.75256E+12,3552282.184,19.7138882,167.320445,2.775741908
Iceland,1997.0,65.02889874,5.771612425,11.23808092,11.22300906,4920919.787,1.3342E+12,37302.66803,2.87104E+11,1979590.304,20.79027917,70.60578583,2.754100524
Iceland,1998.0,62.37377956,7.362800953,31.29543306,30.56818631,5226963.138,1.43243E+12,39622.60698,3.74867E+11,2201839.852,21.2602388,71.88311428,4.714604932
Iceland,1999.0,70.9675909,4.034923527,-3.791008969,-3.334145853,5372506.286,1.49023E+12,40725.88604,3.62368E+11,2342334.576,22.09062323,69.43004156,3.498893372
Iceland,2000.0,93.52969513,4.98504277,13.08044416,11.92392584,5563627.343,1.56452E+12,42174.66506,4.05576E+11,2523288.402,22.71706822,71.13900777,4.024793341
Iceland,2001.0,95.10071536,4.013497555,-6.455957821,-3.862931787,5710507.117,1.62731E+12,43288.0763,3.89909E+11,2815321.917,22.95211342,74.73465562,8.703749786
Iceland,2002.0,100.5556734,0.559519082,-11.27669835,-12.38362221,5691429.597,1.63642E+12,43143.46058,3.41624E+11,2970683.848,24.51835105,69.43201129,5.872137847
Iceland,2003.0,125.1451157,2.142688379,8.428715939,9.252315415,5773260.755,1.67148E+12,43763.77561,3.73233E+11,3028218.015,25.25475119,68.19921175,0.491863236
Iceland,2004.0,157.7977677,7.802399508,26.82316329,26.34464924,6169312.544,1.8019E+12,46766.01687,4.71559E+11,3322519.252,24.29646642,70.43190206,2.675013334
Iceland,2005.0,239.5618231,6.124438965,26.62865119,30.24297338,6444329.939,1.91225E+12,48850.76586,6.14173E+11,3577036.214,24.45580034,72.45061537,3.065861106
Iceland,2006.0,304.5751127,6.316993086,29.01268436,23.81595338,6692459.112,2.03305E+12,50731.69069,7.60444E+11,4034854.126,24.30658239,77.5361532,8.616684511
Iceland,2007.0,246.6093073,8.454860096,-12.21683872,-11.01091777,7076959.713,2.20494E+12,53646.36902,6.76712E+11,4451548.776,23.80469594,74.67091356,4.333145635
Iceland,2008.0,192.8228005,2.209496419,-16.85334676,-18.45781673,7100058.917,2.25366E+12,53821.47082,5.51806E+11,5008049.85,24.26164298,82.6880267,12.13528149
Iceland,2009.0,172.585574,-7.66380956,-48.28701426,-47.45738807,6533590.485,2.08094E+12,49527.39883,2.89933E+11,5106423.339,25.30379921,89.39474321,10.80470851
Iceland,2010.0,159.5842706,-2.832774915,-8.830955231,-8.411154772,6357650.844,2.02199E+12,48193.7014,2.65547E+11,5285378.108,24.82103861,93.64639818,6.368854465
Iceland,2011.0,136.3874661,1.845779156,13.3277967,10.92965081,6455250.143,2.05932E+12,48933.54566,2.9457E+11,5532699.725,24.87558834,101.4087017,3.096669582
Iceland,2012.0,117.8361937,1.063636607,4.592086688,5.141322438,6489288.963,2.08122E+12,49191.57442,3.09715E+11,5753251.319,24.75616613,104.0854755,3.4408803
Iceland,2013.0,107.1752961,4.55246032,0.46997539,2.232794033,6720838.2,2.17597E+12,50946.81626,3.1663E+11,6085129.06,24.35010654,98.7895236,2.124541839
Iceland,2014.0,94.23487198,1.687215018,17.56568059,16.14487234,6758623.383,2.21268E+12,51233.24405,3.67749E+11,6372782,24.12390602,96.66559189,4.141651945
Iceland,2015.0,87.23369451,4.436663719,20.99239042,21.48401656,6985317.434,2.31085E+12,52951.68151,4.46757E+11,6985317.434,23.42735463,95.81820791,6.054520348
Ireland,1997.0,..,11.02176499,18.46231257,15.80534559,29877.37696,1.09775E+11,33149.33488,22695168000,18888.81301,16.11882924,142.2694969,3.929259578
Ireland,1998.0,..,8.76612231,15.48347541,13.44052619,32159.26297,1.19398E+11,35681.11682,25745518000,21663.722,15.54795156,157.7724167,6.552780247
Ireland,1999.0,..,10.52988626,9.16750941,14.07492364,35147.14154,1.3197E+11,38996.20661,29369180000,24712.60066,15.02619874,159.871033,4.376193422
Ireland,2000.0,..,9.403524642,6.710298039,5.052524449,37943.02862,1.4438E+11,42098.27937,30853065000,28512.56973,14.74592044,174.9545559,6.87495032
Ireland,2001.0,71.77639788,5.305820912,3.739531066,5.82199856,39325.09183,1.5204E+11,43631.69631,32649330000,31578.24638,15.39983062,174.8407324,6.859686687
Ireland,2002.0,75.40688795,5.899365761,6.072691294,5.555623959,40949.12215,1.6101E+11,45433.57889,34463204000,34587.92654,15.80623226,163.7193544,5.186903024
Ireland,2003.0,85.71898387,3.013838079,9.484208909,7.975088445,41501.68409,1.65862E+11,46046.65348,37211675000,36425.89492,16.05588001,146.5315008,3.911730703
Ireland,2004.0,104.8995593,6.788140204,7.351374266,9.75787572,43515.95082,1.77121E+11,48281.50838,40842744000,38390.63702,16.16603796,146.5875258,0.515336519
Ireland,2005.0,124.6403806,5.739782169,17.73007923,16.83750729,45022.01223,1.87288E+11,49952.50294,47719644000,40939.97256,16.0571073,148.1755848,3.07321069
Ireland,2006.0,144.5708585,4.987853473,8.711647505,7.211413815,46010.33066,1.96629E+11,51049.05497,51160905000,43269.52275,16.22673677,150.0218047,3.419898015
Ireland,2007.0,158.0991297,5.310118147,-1.10162733,0.030986551,47072.81546,2.07071E+11,52227.89555,51176758000,44799.27128,16.84699942,153.3968638,1.198488132
Ireland,2008.0,166.3226391,-4.484070492,-13.58857032,-11.58204472,44054.67326,1.97785E+11,48879.22787,45249443000,41715.36864,18.65242503,160.0394442,-0.504525802
Ireland,2009.0,169.2522922,-5.095782755,-19.46530554,-16.92774428,41387.24582,1.87707E+11,45919.68274,37589733000,37377.22085,20.04062855,173.5914943,-4.624598587
Ireland,2010.0,133.3180844,1.682971538,-13.14296234,-15.03034352,41855.09703,1.90866E+11,46438.76969,31939867000,36707.39131,18.66553785,189.925491,-2.889835836
Ireland,2011.0,115.6886024,0.833830149,4.480254228,-0.047157366,42020.4577,1.92457E+11,46622.23949,31924805000,37489.08797,19.09491922,187.8426731,1.727630346
Ireland,2012.0,111.2704125,-0.005542011,16.62391479,16.09617036,41840.45641,1.92447E+11,46422.52574,37063476000,38181.141,18.17851266,191.446681,2.284162324
Ireland,2013.0,104.373965,1.125689646,-5.93917118,-4.153871051,42089.24209,1.94613E+11,46698.55665,35523907000,38811.57641,17.13541586,189.2421462,1.050318846
Ireland,2014.0,80.58067046,8.649350608,26.78155604,18.54432284,45396.6224,2.11446E+11,50368.13774,42111575000,41884.0998,16.39721993,202.244405,0.054232891
Ireland,2015.0,53.08014634,24.37044535,50.08192086,50.50742462,55929.03423,2.62976E+11,62053.98444,63381047000,55929.03423,12.50573807,215.4299857,8.38629125
Israel,1997.0,62.16831105,3.79045235,0.14549009,0.633369987,105047.4289,6.13057E+11,27026.48143,1.69375E+11,70252.49109,25.4507804,58.35970029,8.086095179
Israel,1998.0,66.50926359,4.115555069,-1.694840499,-2.386309526,106897.9208,6.38287E+11,27502.57385,1.65333E+11,76407.2075,24.93705552,57.72800564,6.878110717
Israel,1999.0,69.39530735,3.330492529,5.284460099,0.615699406,107680.9146,6.59546E+11,27704.0216,1.66351E+11,81728.11167,24.44623655,65.69298073,6.186097345
Israel,2000.0,70.4826777,8.671655277,2.187159959,3.078090268,113967.1049,7.16739E+11,29321.3254,1.71471E+11,88195.04723,23.24261247,69.30136195,1.960498913
Israel,2001.0,74.51762186,0.334070643,-1.354659749,-1.466399879,111684.0407,7.19134E+11,28733.94126,1.68957E+11,87938.79127,24.29686985,63.12276422,1.747721558
Israel,2002.0,77.32296235,-0.114220928,-7.007189809,-3.75450008,109332.1365,7.18312E+11,28128.84607,1.62613E+11,90184.50822,25.36247763,66.52554789,4.759817375
Israel,2003.0,73.90564796,1.393912964,-4.705260549,-4.706859808,108872.5627,7.28325E+11,28010.60746,1.54959E+11,89384.11992,24.74076459,67.71084615,-0.469126359
Israel,2004.0,72.05133439,4.784467426,1.700110419,-0.970070468,112082.7207,7.63171E+11,28836.51318,1.53456E+11,92136.82641,23.60795212,75.65373375,0.127336204
Israel,2005.0,74.81371083,4.134076619,6.140189758,4.003490407,114676.7477,7.94721E+11,29503.90146,1.596E+11,95246.65575,23.12555792,79.13295723,1.036846676
Israel,2006.0,72.71728723,5.582667959,7.237520035,7.46135007,118957.1405,8.39088E+11,30605.156,1.71508E+11,100231.6262,22.58348074,79.08896425,1.447159709
Israel,2007.0,65.96469364,6.033213571,6.738950399,9.080159734,123913.5878,8.89712E+11,31880.34505,1.87081E+11,105305.5697,21.93547603,79.61465423,0.859810869
Israel,2008.0,69.23141278,3.251163361,1.93278991,4.507540269,125689.298,9.18638E+11,32337.19771,1.95514E+11,108262.0214,21.90239601,76.09772307,1.355056728
Israel,2009.0,65.51478165,0.883120394,-5.698459906,-4.141000096,123804.4539,9.26751E+11,31852.2672,1.87418E+11,111351.0997,22.16384307,62.59776255,4.419211776
Israel,2010.0,67.30460595,5.668515118,10.65544978,8.977610118,128454.2236,9.79284E+11,33048.55459,2.04243E+11,116905.0556,22.01580297,66.44032353,1.187452587
Israel,2011.0,67.70329413,5.561139076,16.16324986,11.7390498,133114.8038,1.03374E+12,34247.62328,2.28219E+11,122925.6165,21.88249632,69.65640342,1.46847532
Israel,2012.0,66.59621919,2.587653844,5.484380035,5.439440172,134061.3908,1.06049E+12,34491.16011,2.40633E+11,127847.8244,22.1166528,70.73576047,3.269858606
Israel,2013.0,64.83603264,4.415501587,1.864789962,3.066699896,137392.9774,1.10732E+12,35348.30685,2.48013E+11,133388.0651,22.1080415,64.64420848,1.803525156
Israel,2014.0,65.08254867,3.919126893,7.048190095,0.457509738,140063.041,1.15072E+12,36035.25775,2.49148E+11,136890.2695,21.9720591,62.16371876,0.669193443
Israel,2015.0,65.72936804,2.485826289,1.027919837,-0.382369811,140728.7174,1.17932E+12,36206.52222,2.48195E+11,140728.7174,21.90375031,59.21230011,2.317748029
